title,author,link,poem,audio
LE MIROIR BRISE,Jacques PRÉVERT,https://wheatoncollege.edu/vive-voix/titres//le-miroir-brise/,"Le petit homme qui chantait sans cesse
le petit homme qui dansait dans ma tête
le petit homme de la jeunesse
a cassé son lacet de soulier
et toutes les baraques de la fête
tout d’un coup se sont écroulées
et dans le silence de cette fête
dans le désert de cette tête
j’ai entendu ta voix heureuse
ta voix déchirée et fragile
enfantine et désolée
venant de loin et qui m’appelait
et j’ai mis ma main sur mon coeur
où remuaient
ensanglantés
les septs éclats de glace de ton rire étoilé.
dit par Serge REGGIANI
Jacques PRÉVERT (Paroles, 1945)
©1972 Editions Gallimard
",https://wheatoncollege.edu/wp-content/uploads/2011/01/miroirbrise.mp3
Moesta et errabunda,Charles BAUDELAIRE,https://wheatoncollege.edu/vive-voix/titres//moesta-errabunda/,"Dis-moi, ton coeur parfois s’envole-t-il, Agathe,
Loin du noir océan de l’immonde cité,
Vers un autre océan où la splendeur éclate,
Bleu, clair, profond, ainsi que la virginité ?
Dis-moi, ton coeur parfois s’envole-t-il, Agathe ?
La mer, la vaste mer, console nos labeurs !
— Quel démon a doté la mer, — rauque chanteuse
Qu’accompagne l’immense orgue des vents grondeurs, —
De cette fonction sublime de berceuse ?
La mer, la vaste mer, console nos labeurs !
Emporte-moi, wagon ! enlève-moi, frégate !
Loin ! — loin ! — ici la boue est faite de nos pleurs !
— Est-il vrai que parfois le triste coeur d’Agathe
Dise: Loin des remords, des crimes, des douleurs,
Emporte-moi, wagon, enlève-moi, frégate ?
Comme vous êtes loin, paradis parfumé,
Où sous un clair azur tout n’est qu’amour et joie,
Où tout ce que l’on aime est digne d’être aimé,
Où dans la volupté pure le coeur se noie !
Comme vous êtes loin, paradis parfumé !
Mais le vert paradis des amours enfantines,
Les courses, les chansons, les baisers, les bouquets,
Les violons vibrant derrière les collines,
Avec les brocs de vin, le soir, dans les bosquets,
— Mais le vert paradis des amours enfantines,
L’innocent paradis, plein de plaisirs furtifs,
Est-il déjà plus loin que l’Inde et que la Chine ?
— Peut-on le rappeler avec des cris plaintifs,
Et l’animer encor d’une voix argentine,
L’innocent paradis plein de plaisirs furtifs ?
dit par André NERMAN
Charles BAUDELAIRE (Les Fleurs du mal, 1857)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/moestaerrabunda.mp3
Mon Rêve familier,Paul VERLAINE,https://wheatoncollege.edu/vive-voix/titres//mon-rve-familier/,"Je fais souvent ce rêve étrange et pénétrant
D’une femme inconnue, et que j’aime, et qui m’aime,
Et qui n’est, chaque fois, ni tout à fait la même
Ni tout à fait une autre, et m’aime et me comprend.
Car elle me comprend, et mon coeur transparent
Pour elle seule, hélas ! cesse d’être un problème
Pour elle seule, et les moiteurs de mon front blême,
Elle seule les sait rafraîchir, en pleurant.
Est-elle brune, blonde ou rousse ? –Je l’ignore.
Son nom ? Je me souviens qu’il est doux et sonore
Comme ceux des aimés que la Vie exila.
Son regard est pareil au regard des statues,
Et pour sa voix, lointaine, et calme, et grave, elle a
L’inflexion des voix chères qui se sont tues.
dit par François PÉRIER
Paul VERLAINE (Poèmes saturniens, 1866)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/monrevefamilier.mp3
Monsieur Prud’homme,Paul VERLAINE,https://wheatoncollege.edu/vive-voix/titres//monsieur-prudhomme/,"Il est grave : il est maire et père de famille.
Son faux-col engloutit son oreille. Ses yeux
Dans un rêve sans fin flottent, insoucieux,
Et le printemps en fleur sur ses pantoufles brille
Que lui fait l’astre d’or, que lui fait la charmille
Où l’oiseau chante à l’ombre, et que lui font les cieux,
Et les prés verts et les gazons silencieux?
Monsieur Prudhomme songe à marier sa fille
Avec Monsieur Machin, un jeune homme cossu.
Il est juste milieu, botaniste et pansu.
Quant aux faiseurs de vers, ces vauriens, ces maroufles,
Ces fainéants barbus mal peignés, il les a
Plus en horreur que son éternel coryza,
Et le printemps en fleurs brille sur ses pantoufles.
dit par Georges CHAMARAT
Paul VERLAINE (Poèmes saturniens, 1866)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/monsieurprudhomme.mp3
La Montagne qui accouche,Jean de LA FONTAINE,https://wheatoncollege.edu/vive-voix/titres//la-montagne-qui-accouche/,"Une montagne en mal d’enfant
    Jetait une clameur si haute,
    Que chacun au bruit accourant
    Crut qu’elle accoucherait, sans faute,
D’une cité plus grosse que Paris :
    Elle accoucha d’une souris.
    Quand je songe à cette fable,
    Dont le récit est menteur
    Et le sens est véritable,
    Je me figure un auteur
    Qui dit : « je chanterai la guerre
Que firent les Titans au maître du tonnerre. »
C’est promettre beaucoup ; mais qu’en sort-il souvent ?
   Du vent.
dit par Olivia BAUDOIN
Jean de LA FONTAINE (Les Fables, 1668-1678)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/montagnequiaccouche.mp3
La Mort du loup,Alfred de VIGNY,https://wheatoncollege.edu/vive-voix/titres//la-mort-du-loup/,"I
Les nuages couraient sur la lune enflammée
Comme sur l’incendie on voit fuir la fumée,
Et les bois étaient noirs jusques à l’horizon.
Nous marchions, sans parler, dans l’humide gazon,
Dans la bruyère épaisse et dans les hautes brandes,
Lorsque, sous des sapins pareils à ceux des Landes,
Nous avons aperçu les grands ongles marqués
Par les loups voyageurs que nous avions traqués.
Nous avons écouté, retenant notre haleine
Et le pas suspendu. — Ni le bois ni la plaine
Ne poussaient un soupir dans les airs; seulement
La girouette en deuil criait au firmament;
Car le vent, élevé bien au-dessus des terres,
N’effleurait de ses pieds que les tours solitaires,
Et les chênes d’en bas, contre les rocs penchés,
Sur leurs coudes semblaient endormis et couchés.
Rien ne bruissait donc, lorsque, baissant la tête,
Le plus vieux des chasseurs qui s’étaient mis en quête
A regardé le sable en s’y couchant; bientôt,
Lui que jamais ici l’on ne vit en défaut,
A déclaré tout bas que ces marques récentes
Annonçaient la démarche et les griffes puissantes
De deux grands loups-cerviers et de deux louveteaux.
Nous avons tous alors préparé nos couteaux,
Et, cachant nos fusils et leurs lueurs trop blanches,
Nous allions, pas à pas, en écartant les branches.
Trois s’arrêtent, et moi, cherchant ce qu’ils voyaient,
J’aperçois tout à coup deux yeux qui flamboyaient,
Et je vois au delà quatre formes légères
Qui dansaient sous la lune au milieu des bruyères,
Comme font chaque jour, à grand bruit sous nos yeux,
Quand le maître revient, les lévriers joyeux.
Leur forme était semblable et semblable la danse,
Mais les enfants du Loup se jouaient en silence,
Sachant bien qu’à deux pas, ne dormant qu’à demi,
Se couche dans ses murs l’homme, leur ennemi.
Le père était debout, et plus loin, contre un arbre,
Sa Louve reposait comme celle de marbre
Qu’adoraient les Romains, et dont les flancs velus
Couvaient les demi-dieux Rémus et Romulus.
Le Loup vient et s’assied, les deux jambes dressées,
Par leurs ongles crochus dans le sable enfoncées.
Il s’est jugé perdu, puisqu’il était surpris,
Sa retraite coupée et tous ses chemins pris;
Alors il a saisi, dans sa gueule brûlante,
Du chien le plus hardi la gorge pantelante,
Et n’a pas desserré ses mâchoires de fer,
Malgré nos coups de feu qui traversaient sa chair,
Et nos couteaux aigus qui, comme des tenailles,
Se croisaient en plongeant dans ses larges entrailles,
Jusqu’au dernier moment où le chien étranglé,
Mort longtemps avant lui, sous ses pieds a roulé.
Le Loup le quitte alors et puis il nous regarde.
Les couteaux lui restaient au flanc jusqu’à la garde,
Le clouaient au gazon tout baigné dans son sang;
Nos fusils l’entouraient en sinistre croissant.
Il nous regarde encore, ensuite il se recouche,
Tout en léchant le sang répandu sur sa bouche,
Et, sans daigner savoir comment il a péri,
Refermant ses grands yeux, meurt sans jeter un cri.
II
J’ai reposé mon front sur mon fusil sans poudre,
Me prenant à penser, et n’ai pu me résoudre
A poursuivre sa Louve et ses fils, qui, tous trois,
Avaient voulu l’attendre; et, comme je le crois,
Sans ses deux Louveteaux, la belle et sombre veuve
Ne l’eût pas laissé seul subir la grande épreuve;
Mais son devoir était de les sauver, afin
De pouvoir leur apprendre à bien souffrir la faim,
A ne jamais entrer dans le pacte des villes
Que l’homme a fait avec les animaux serviles
Qui chassent devant lui, pour avoir le coucher,
Les premiers possesseurs du bois et du rocher.
III
Hélas! ai-je pensé, malgré ce grand nom d’Hommes,
Que j’ai honte de nous, débiles que nous sommes!
Comment on doit quitter la vie et tous ses maux,
C’est vous qui le savez, sublimes animaux!
A voir ce que l’on fut sur terre et ce qu’on laisse,
Seul le silence est grand; tout le reste est faiblesse.
— Ah! je t’ai bien compris, sauvage voyageur,
Et ton dernier regard m’est allé jusqu’au coeur!
Il disait : « Si tu peux, fais que ton âme arrive,
A force de rester studieuse et pensive,
Jusqu’à ce haut degré de stoïque fierté
Où, naissant dans les bois, j’ai tout d’abord monté.
Gémir, pleurer, prier est également lâche.
Fais énergiquement ta longue et lourde tâche
Dans la voie où le sort a voulu t’appeler,
Puis, après, comme moi, souffre et meurs sans parler. »
    Écrit au château du M***, 1843
 
dit par Henri ROLLAN
Alfred de VIGNY(Les Destinées 1864)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/mortduloup.mp3
"“Muses, qui ne songez à plaire ou à déplaire…”",Jean COCTEAU,https://wheatoncollege.edu/vive-voix/titres//muses-qui-ne-songez-plaire-ou-dplaire/,"Muses, qui ne songez à plaire ou à déplaire,
Je sens que vous partez sans même dire adieu.
Voici votre matin et son coq de colère.
De votre rendez-vous je ne suis plus le lieu.
Je n’ose pas me plaindre, ô maîtresses ingrates ;
Vous êtes sans oreille et je perdrais mon cri.
L’une à l’autre nouant la corde de vos nattes,
Vous partirez, laissant quelque chose d’écrit.
C’est ce que vous voulez. Allez, je me résigne,
Et si je dois mourir, reparaissez avant.
L’encre bleu dont je me sers est le sang bleu d’un cygne,
Qui meurt quand il le faut pour être plus vivant.
Du sommeil hivernal, enchantement étrange,
Muses, je dormirai, fidèle à vos décrets.
Votre travail fini, c’est fini. J’entends l’ange
La porte refermer sur vos grands corps distraits.
Que me laissez-vous donc ? Amour, tu me pardonnes,
Ce qui reste, c’est toi : l’agnelet du troupeau.
Viens vite, embrasse-moi, broute-moi ces couronnes,
Arrache ce laurier qui me coupe la peau.
dit par Jean MERCURE
Jean COCTEAU (Plain-chant, 1923)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/musesquinesongez.mp3
"“Les muses sont de feu, de cristaux, comme un lustre…”",Jean COCTEAU,https://wheatoncollege.edu/vive-voix/titres//les-muses-sont-de-feu-de-cristaux-comme-lustre/,"Les muses sont de feu, de cristaux, comme un lustre
Brûlant et bruissant,
Suspendu sur celui qu’elles veulent illustre
Et spécial d’accent.
Vous semblez puérils, tours cruels de la foudre,
A côté de leurs tours,
Lorsqu’elles prennent soin de découdre et recoudre
Nos avenirs trop courts.
Un orage, d’ailleurs, avec elles habite
Une haute cité.
Les voilà ! Le voilà ! Dans mon âme crépite
Leur électricité.
dit par l’auteur
Jean COCTEAU (Plain-chant, 1923)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/muses.mp3
La Musique,Charles BAUDELAIRE,https://wheatoncollege.edu/vive-voix/titres//la-musique/,"La musique souvent me prend comme une mer !
Vers ma pâle étoile,
Sous un plafond de brume ou dans un vaste éther,
Je mets à la voile ;
La poitrine en avant et les poumons gonflés
Comme de la toile,
J’escalade le dos des flots amoncelés
Que la nuit me voile ;
Je sens vibrer en moi toutes les passions
D’un vaisseau qui souffre ;
Le bon vent, la tempête et ses convulsions
Sur l’immense gouffre
Me bercent. D’autres fois, calme plat, — grand miroir
De mon désespoir !
dit par Loïza Nellec MILES
Charles BAUDELAIRE (Les Fleurs du mal, 1857)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/musique.mp3
“Ne m’interrogez plus. Interrogez ces filles…”,Jean COCTEAU,https://wheatoncollege.edu/vive-voix/titres//ne-minterrogez-interrogez-ces-filles/,"Ne m’interrogez plus. Interrogez ces filles
Dont je suis le valet ;
Mais ne les croyez point ni belles ni gentilles,
A qui leur semble laid.
Toujours toutes en train de fondre et de refondre
De précieux dangers,
Pourquoi supposez-vous qu’elle veuillent répondre,
Quand vous interrogez ?
On ne dérange pas ces personnes hautaines
Qui travaillent debout,
Et qui laissent couler, ainsi que des fontaines,
Les oeuvres, bout à bout.
dit par l’auteur
Jean COCTEAU (Plain-chant, 1923)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/neminterrogezplus.mp3
La Neige tombe,Jean RICHEPIN,https://wheatoncollege.edu/vive-voix/titres//la-neige-tombe/,"Toute blanche dans la nuit brune,
La neige tombe en voletant.
O pâquerettes ! Une à une,
Toutes blanches dans la nuit brune.
Qui donc là-haut plume la lune ?
O frais duvet ! flocons flottants !
Tout blanche dans la nuit brune,
La neige tombe en voletant.
dit par Yvonne GAUDEAU
Jean RICHEPIN (La Chanson des gueux, 1876)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/neigetombe.mp3
Ni Bonjour Ni Bonsoir,Gérard DE NERVAL,https://wheatoncollege.edu/vive-voix/titres//ni-bonjour-ni-bonsoir/,"Sur un air grec.
Le matin n’est plus ! le soir pas encore :
Pourtant de nos yeux l’éclair a pâli.
Mais le soir vermeil ressemble à l’aurore,
Et la nuit plus tard amène l’oubli !
dit par Alain CLUNY
Gérard DE NERVAL (Petits châteaux de Bohème, 1853)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/nibonjournibonsoir.mp3
“Notre entrelacs d’amour à des lettres ressemble…”,Jean COCTEAU,https://wheatoncollege.edu/vive-voix/titres//notre-entrelacs-damour-des-lettres-ressemble/,"Notre entrelacs d’amour à des lettres ressemble,
   Sur un arbre se mélangeant ;
Et, sur ce lit, nos corps s’entortillent ensemble,
   Comme à ton nom le nom de Jean.
Croiriez-vous point, ô mer, reconnaître votre oeuvre,
   Et les monstres de vos haras,
Si vous sentiez bouger cette amoureuse pieuvre
   Faite de jambes et de bras.
Mais le noeud dénoué ne laisse que du vide ;
   Et tu prends le cheval aux crins,
Le cheval du sommeil, qui, d’un sabot rapide,
   Te dépose aux bords que je crains.
dit par l’auteur
Jean COCTEAU (Plain-chant, 1923)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/notreentrelacs.mp3
Notre vie,Paul ÉLUARD,https://wheatoncollege.edu/vive-voix/titres//notre-vie/,"Notre vie tu l’as faite elle est ensevelie
Aurore d’une ville un beau matin de mai
Sur laquelle la terre a refermé son poing
Aurore en moi dix-sept années toujours plus claires
Et la mort entre en moi comme dans un moulin
Notre vie disais-tu si contente de vivre
Et de donner la vie à ce que nous aimions
Mais la mort a rompu l’équilibre du temps
La mort qui vient la mort qui va la mort vécue
La mort visible boit et mange à mes dépens
Morte visible Nusch invisible et plus dure
Que la faim et la soif à mon corps épuisé
Masque de neige sur la terre et sous la terre
Source des larmes dans la nuit masque d’aveugle
Mon passé se dissout je fais place au silence.
dit par Gérard PHLIPE
Paul ÉLUARD (Le Temps déborde, 1947)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/notrevie.mp3
La Nuit d’Août,Alfred de MUSSET,https://wheatoncollege.edu/vive-voix/titres//la-nuit-daot/,"    LA MUSE
Depuis que le soleil, dans l’horizon immense,
A franchi le Cancer sur son axe enflammé,
Le bonheur m’a quittée, et j’attends en silence
L’heure où m’appellera mon ami bien-aimé.
Hélas ! depuis longtemps sa demeure est déserte ;
Des beaux jours d’autrefois rien n’y semble vivant.
Seule, je viens encor, de mon voile couverte,
Poser mon front brûlant sur sa porte entr’ouverte,
Comme une veuve en pleurs au tombeau d’un enfant.
    LE POÈTE
    Salut à ma fidèle amie !
    Salut, ma gloire et mon amour !
    La meilleure et la plus chérie
    Est celle qu’on trouve au retour.
    L’opinion et l’avarice
    Viennent un temps de m’emporter.
    Salut, ma mère et ma nourrice !
    Salut, salut, consolatrice !
    Ouvre tes bras, je viens chanter.
    LA MUSE
Pourquoi, coeur altéré, coeur lassé d’espérance,
T’enfuis-tu si souvent pour revenir si tard ?
Que t’en vas-tu chercher, sinon quelque hasard ?
Et que rapportes-tu, sinon quelque souffrance ?
Que fais-tu loin de moi, quand j’attends jusqu’au jour ?
Tu suis un pâle éclair dans une nuit profonde.
Il ne te restera de tes plaisirs du monde
Qu’un impuissant mépris pour notre honnête amour.
Ton cabinet d’étude est vide quand j’arrive ;
Tandis qu’à ce balcon, inquiète et pensive,
Je regarde en rêvant les murs de ton jardin,
Tu te livres dans l’ombre à ton mauvais destin.
Quelque fière beauté te retient dans sa chaîne,
Et tu laisses mourir cette pauvre verveine
Dont les derniers rameaux, en des temps plus heureux,
Devaient être arrosés des larmes de tes yeux.
Cette triste verdure est mon vivant symbole ;
Ami, de ton oubli nous mourrons toutes deux,
Et son parfum léger, comme l’oiseau qui vole,
Avec mon souvenir s’enfuira dans les cieux.
    LE POÈTE
    Quand j’ai passé par la prairie,
    J’ai vu, ce soir, dans le sentier,
    Une fleur tremblante et flétrie,
    Une pâle fleur d’églantier.
    Un bourgeon vert à côté d’elle
    Se balançait sur l’arbrisseau ;
    Je vis poindre une fleur nouvelle ;
    La plus jeune était la plus belle :
    L’homme est ainsi, toujours nouveau.
    LA MUSE
Hélas ! toujours un homme, hélas ! toujours des larmes !
Toujours les pieds poudreux et la sueur au front !
Toujours d’affreux combats et de sanglantes armes ;
Le coeur a beau mentir, la blessure est au fond.
Hélas ! par tous pays, toujours la même vie :
Convoiter, regretter, prendre et tendre la main ;
Toujours mêmes acteurs et même comédie,
Et, quoi qu’ait inventé l’humaine hypocrisie,
Rien de vrai là-dessous que le squelette humain.
Hélas ! mon bien-aimé, vous n’êtes plus poète.
Rien ne réveille plus votre lyre muette ;
Vous vous noyez le coeur dans un rêve inconstant ;
Et vous ne savez pas que l’amour de la femme
Change et dissipe en pleurs les trésors de votre âme,
Et que Dieu compte plus les larmes que le sang.
    LE POÈTE
    Quand j’ai traversé la vallée,
    Un oiseau chantait sur son nid.
    Ses petits, sa chère couvée,
    Venaient de mourir dans la nuit.
    Cependant il chantait l’aurore ;
    O ma Muse, ne pleurez pas !
    A qui perd tout, Dieu reste encore,
    Dieu là-haut, l’espoir ici-bas.
    LA MUSE
Et que trouveras-tu, le jour où la misère
Te ramènera seul au paternel foyer ?
Quand tes tremblantes mains essuieront la poussière
De ce pauvre réduit que tu crois oublier,
De quel front viendras-tu, dans ta propre demeure,
Chercher un peu de calme et d’hospitalité ?
Une voix sera là pour crier à toute heure :
Qu’as-tu fait de ta vie et de ta liberté ?
Crois-tu donc qu’on oublie autant qu’on le souhaite ?
Crois-tu qu’en te cherchant tu te retrouveras ?
De ton coeur ou de toi lequel est le poète ?
C’est ton coeur, et ton coeur ne te répondra pas.
L’amour l’aura brisé les passions funestes
L’auront rendu de pierre au contact des méchants ;
Tu n’en sentiras plus que d’effroyables restes,
Qui remueront encor, comme ceux des serpents.
O ciel ! qui t’aidera ? que ferai-je moi-même,
Quand celui qui peut tout défendra que je t’aime,
Et quand mes ailes d’or, frémissant malgré moi,
M’emporteront à lui pour me sauver de toi ?
Pauvre enfant ! nos amours n’étaient pas menacées,
Quand dans les bois d’Auteuil, perdu dans tes pensées,
Sous les verts marronniers et les peupliers blancs,
Je t’agaçais le soir en détours nonchalants.
Ah ! j’étais jeune alors et nymphe, et les dryades
Entr’ouvraient pour me voir l’écorce des bouleaux,
Et les pleurs qui coulaient durant nos promenades
Tombaient, purs comme l’or, dans le cristal des eaux.
Qu’as-tu fait, mon amant, des jours de ta jeunesse ?
Qui m’a cueilli mon fruit sur mon arbre enchanté ?
Hélas ! ta joue en fleur plaisait à la déesse
Qui porte dans ses mains la force et la santé.
De tes yeux insensés les larmes l’ont pâlie ;
Ainsi que ta beauté, tu perdras ta vertu.
Et moi qui t’aimerai comme une unique amie,
Quand les dieux irrités m’ôteront ton génie,
Si je tombe des cieux, que me répondras-tu ?
    LE POÈTE
Puisque l’oiseau des bois voltige et chante encore
Sur la branche où ses oeufs sont brisés dans le nid ;
Puisque la fleur des champs entr’ouverte à l’aurore,
Voyant sur la pelouse une autre fleur éclore,
S’incline sans murmure et tombe avec la nuit ;
Puisqu’au fond des forêts, sous les toits de verdure,
On entend le bois mort craquer dans le sentier,
Et puisqu’en traversant l’immortelle nature,
L’homme n’a su trouver de science qui dure,
Que de marcher toujours et toujours oublier ;
Puisque, jusqu’aux rochers, tout se change en poussière ;
Puisque tout meurt ce soir pour revivre demain ;
Puisque c’est un engrais que le meurtre et la guerre ;
Puisque sur une tombe on voit sortir de terre
Le brin d’herbe sacré qui nous donne le pain ;
O Muse ! que m’importe ou la mort ou la vie ?
J’aime, et je veux pâlir ; j’aime, et je veux souffrir ;
J’aime, et pour un baiser je donne mon génie ;
J’aime, et je veux sentir sur ma joue amaigrie
Ruisseler une source impossible à tarir.
J’aime, et je veux chanter la joie et la paresse,
Ma folle expérience et mes soucis d’un jour,
Et je veux raconter et répéter sans cesse
Qu’après avoir juré de vivre sans maîtresse,
J’ai fait serment de vivre et de mourir d’amour.
Dépouille devant tous l’orgueil qui te dévore,
Coeur gonflé d’amertume et qui t’es cru fermé.
Aime, et tu renaîtras ; fais-toi fleur pour éclore.
Après avoir souffert, il faut souffrir encore ;
Il faut aimer sans cesse, après avoir aimé.
dit par Lise DELAMARE (fragment)
Alfred de MUSSET (Poésies complètes, 1840)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/nuitsdejuin.mp3
NUIT RHÉNANE,Guillaume APOLLINAIRE,https://wheatoncollege.edu/vive-voix/titres//nuit-rhnane/,"Mon verre est plein d’un vin trembleur comme une flamme
Écoutez la chanson lente d’un batelier
Qui raconte avoir vu sous la lune sept femmes
Tordre leurs cheveux verts et longs jusqu’à leurs pieds
Debout chantez plus haut en dansant une ronde
Que je n’entende plus le chant du batelier
Et mettez près de moi toutes les filles blondes
Au regard immobile aux nattes repliées
Le Rhin le Rhin est ivre où les vignes se mirent
Tout l’or des nuits tombe en tremblant s’y refléter
La voix chante toujours à en râle-mourir
Ces fées aux cheveux verts qui incantent l’été
Mon verre s’est brisé comme un éclat de rire
dit par André NERMAN
Guillaume APOLLINAIRE (Alcools, 1913)
© 1920 Editions Gallimard
",https://wheatoncollege.edu/wp-content/uploads/2011/01/nuitrhenane.mp3
Nuits de juin,Victor HUGO,https://wheatoncollege.edu/vive-voix/titres//nuits-de-juin/,"L’été, lorsque le jour a fui, de fleurs couverte
La plaine verse au loin un parfum enivrant ;
Les yeux fermés, l’oreille aux rumeurs entrouverte,
On ne dort qu’à demi d’un sommeil transparent.
Les astres sont plus purs, l’ombre paraît meilleure ;
Un vague demi-jour teint le dôme éternel ;
Et l’aube douce et pâle, en attendant son heure,
Semble toute la nuit errer au bas du ciel.
dit par Gilles-Claude THERIAULT
Victor HUGO (Les Rayons et les ombres, 1840)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/nuitsdejuin.mp3
Nuits partagées (extrait,Paul ÉLUARD,https://wheatoncollege.edu/vive-voix/titres//nuits-partages-extrait/,"Je m’obstine à mêler des fictions aux redoutables réalités. Maisons inhabitées, je vous ai peuplées de femmes exceptionnelles, ni grasses, ni maigres, ni blondes, ni brunes, ni folles, ni sages, peu importe, de femmes plus séduisantes que possibles, par un détail. Objets inutiles, même la sottise qui procéda à votre fabrication me fut une source d’enchantements. Etres indifférents, je vous ai souvent écoutés, comme on écoute le bruit des vagues et le bruit des machines d’un bateau, en attendant délicieusement le mal de mer. J’ai pris l’habitude des images les plus inhabituelles. Je les ai vues où elles n’étaient pas. Je les ai mécanisées comme mes levers et mes couchers. Les places, comme des bulles de savon, ont été soumises au gonflement de mes joues, les rues à mes pieds l’un devant l’autre et l’autre passe devant l’un, devant deux et fait le total, les femmes ne se déplaçaient plus que couchées, leur corsage ouvert représentant le soleil. La raison, la tête haute, son carcan d’indifférence, lanterne à tête de fourmi, la raison, pauvre mât de fortune pour un homme affolé, le mât de fortune du bateau… voir plus haut.
Pour me trouver des raisons de vivre, j’ai tenté de détruire mes raisons de t’aimer. Pour me trouver des raisons de t’aimer, j’ai mal vécu.
dit par Gilles-Claude THERIAULT
Paul ÉLUARD (La Vie immédiate, 1932)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/nuitspartagees.mp3
Nyx,Catherine POZZI,https://wheatoncollege.edu/vive-voix/titres//nyx/,"A Louise aussi de Lyon et d’Italie
O vous mes nuits, ô noires attendues
O pays fier, ô secrets obstinés
O longs regards, ô foudroyantes nues
O vol permis outre les cieux fermés.
O grand désir, ô surprise épandue
O beau parcours de l’esprit enchanté
O pire mal, ô grâce descendue
O porte ouverte où nul n’avait passé
Je ne sais pas pourquoi je meurs et noie
Avant d’entrer à l’éternel séjour.
Je ne sais pas de qui je suis la proie.
Je ne sais pas de qui je suis l’amour.
dit par Gilles-Claude THERIAULT
Catherine POZZI (Poèmes, 1920)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/nyx.mp3
“O ma jeunesse abandonnée…”,Guillaume APOLLINAIRE,https://wheatoncollege.edu/vive-voix/titres//ma-jeunesse-abandonne/,"Ô ma jeunesse abandonnée
Comme une guirlande fanée
Voici que s’en vient la saison
Et des dédains et du soupçon
Le paysage est fait de toiles
Il coule un faux fleuve de sang
Et sous l’arbre fleuri d’étoiles
Un clown est l’unique passant
Un froid rayon poudroie et joue
Sur les décors et sur ta joue
Un coup de revolver un cri
Dans l’ombre un portrait a souri
La vitre du cadre est brisée
Un air qu’on ne peut définir
Hésite entre son et pensée
Entre avenir et souvenir
Ô ma jeunesse abandonnée
Comme une guirlande fanée
Voici que s’en vient la saison
Des regrets et de la raison
dit par Jacques DUBY
Guillaume APOLLINAIRE (Vitam Impendere Amore, 1917)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/omajeunesse.mp3
Ode (“Bel aubepin versissant…”,Pierre de RONSARD,https://wheatoncollege.edu/vive-voix/titres//poemes/ode-bel-aubepin-versissant/,"Bel aubepin verdissant,
Fleurissant
Le long de ce beau rivage,
Tu es vestu jusqu’au bas
Des longs bras
D’une lambrunche sauvage.
Deux camps drillantz de fourmis
Se sont mis
En garnison soubz ta souche:
Et dans ton tronc mi-mangé
Arangé
Les avettes ont leur couche.
Le gentil rossignolet
Nouvelet,
Avecque sa bien aymée,
Pour ses amours aleger
Vient loger
Tous les ans en ta ramée :
Dans laquelle il fait son ny
Bien garny
De laine & de fine soye,
Où ses petitz s’eclorront,
Qui seront
De mes mains la douce proye.
Or’ vy gentil aubepin,
Vy sans fin,
Vy sans que jamais tonnerre,
Ou la congnée, ou les vens,
Ou les tems
Te puissent ruer par terre.
dit par Robert MANUEL (extrait)
Pierre de RONSARD (La Nouvelle continuation des Amours, 1556)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/belaubepin.mp3
Ode (Dieu vous gard’…,Pierre de RONSARD,https://wheatoncollege.edu/vive-voix/titres//ode-dieu-vous-gard/,"Dieu vous gard’, messagers fidèles
Du printemps, vites arondelles,
Huppes, coucous, rossignolets,
Tourtres, et vous oiseaux sauvages,
Qui de cent sortes de ramages
Animez les bois verdelets.
Dieu vous gard’, belles pâquerettes,
Belles roses, belles fleurettes,
Et vous, boutons jadis connus
Du sang d’Ajax et de Narcisse;
Et vous thym, anis et mélisse,
Vous soyez les bien revenus.
Cent mille fois je resalue
Votre belle et douce venue.
O que j’aime cette saison
Et ce doux coquet des rivages,
Au prix des vents et des orages
Qui m’enfermaient en la saison !
dit par Raymond GÉROME
Pierre de RONSARD (La Nouvelle continuation des Amours, 1556)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/dieuvousgard.mp3
